areaType,areaName,areaCode,date,newPeopleVaccinatedFirstDoseByPublishDate,cumPeopleVaccinatedFirstDoseByPublishDate
nation,England,E92000001,2022-03-23,3959,44359520
nation,England,E92000001,2022-03-22,3080,44355561
nation,England,E92000001,2022-03-21,2925,44352481
nation,England,E92000001,2022-03-20,2792,44349556
nation,England,E92000001,2022-03-19,6006,44346764
nation,England,E92000001,2022-03-18,3517,44340758
nation,England,E92000001,2022-03-17,3358,44337241
nation,England,E92000001,2022-03-16,3653,44333883
nation,England,E92000001,2022-03-15,3820,44330230
nation,England,E92000001,2022-03-14,3030,44326410
nation,England,E92000001,2022-03-13,3396,44323380
nation,England,E92000001,2022-03-12,7487,44319984
nation,England,E92000001,2022-03-11,4084,44312497
nation,England,E92000001,2022-03-10,4116,44308413
nation,England,E92000001,2022-03-09,4552,44304297
nation,England,E92000001,2022-03-08,3914,44299745
nation,England,E92000001,2022-03-07,3966,44295831
nation,England,E92000001,2022-03-06,3378,44291865
nation,England,E92000001,2022-03-05,7383,44288487
nation,England,E92000001,2022-03-04,5755,44281104
nation,England,E92000001,2022-03-03,5760,44275349
nation,England,E92000001,2022-03-02,6756,44269589
nation,England,E92000001,2022-03-01,5166,44262833
nation,England,E92000001,2022-02-28,5095,44257667
nation,England,E92000001,2022-02-27,3879,44252572
nation,England,E92000001,2022-02-26,8259,44248693
nation,England,E92000001,2022-02-25,7068,44240434
nation,England,E92000001,2022-02-24,7066,44233366
nation,England,E92000001,2022-02-23,8063,44226300
nation,England,E92000001,2022-02-22,7503,44218237
nation,England,E92000001,2022-02-21,6376,44210734
nation,England,E92000001,2022-02-20,4371,44204358
nation,England,E92000001,2022-02-19,9637,44199987
nation,England,E92000001,2022-02-18,5160,44190350
nation,England,E92000001,2022-02-17,8110,44185190
nation,England,E92000001,2022-02-16,9896,44177080
nation,England,E92000001,2022-02-15,8127,44167184
nation,England,E92000001,2022-02-14,7095,44159057
nation,England,E92000001,2022-02-13,5847,44151962
nation,England,E92000001,2022-02-12,13647,44146115
nation,England,E92000001,2022-02-11,9858,44132468
nation,England,E92000001,2022-02-10,9989,44122610
nation,England,E92000001,2022-02-09,10207,44112621
nation,England,E92000001,2022-02-08,9731,44102414
nation,England,E92000001,2022-02-07,8920,44092683
nation,England,E92000001,2022-02-06,6030,44083763
nation,England,E92000001,2022-02-05,11946,44077733
nation,England,E92000001,2022-02-04,13583,44065787
nation,England,E92000001,2022-02-03,11780,44052204
nation,England,E92000001,2022-02-02,11084,44040424
nation,England,E92000001,2022-02-01,11152,44029340
nation,England,E92000001,2022-01-31,10282,44018188
nation,England,E92000001,2022-01-30,10058,44007906
nation,England,E92000001,2022-01-29,16477,43997848
nation,England,E92000001,2022-01-28,15185,43981371
nation,England,E92000001,2022-01-27,13989,43966186
nation,England,E92000001,2022-01-26,13789,43952197
nation,England,E92000001,2022-01-25,12356,43938408
nation,England,E92000001,2022-01-24,14931,43926052
nation,England,E92000001,2022-01-23,10514,43911121
nation,England,E92000001,2022-01-22,18308,43900607
nation,England,E92000001,2022-01-21,16025,43882299
nation,England,E92000001,2022-01-20,15285,43866274
nation,England,E92000001,2022-01-19,15408,43850989
nation,England,E92000001,2022-01-18,16010,43835581
nation,England,E92000001,2022-01-17,13819,43819571
nation,England,E92000001,2022-01-16,15345,43805752
nation,England,E92000001,2022-01-15,25451,43790407
nation,England,E92000001,2022-01-14,18405,43764956
nation,England,E92000001,2022-01-13,18101,43746551
nation,England,E92000001,2022-01-12,17112,43728450
nation,England,E92000001,2022-01-11,16827,43711338
nation,England,E92000001,2022-01-10,15755,43694511
nation,England,E92000001,2022-01-09,19373,43678756
nation,England,E92000001,2022-01-08,29231,43659383
nation,England,E92000001,2022-01-07,20352,43630152
nation,England,E92000001,2022-01-06,20102,43609800
nation,England,E92000001,2022-01-05,22233,43589698
nation,England,E92000001,2022-01-04,22307,43567465
nation,England,E92000001,2022-01-03,17260,43545158
nation,England,E92000001,2022-01-02,11797,43527898
nation,England,E92000001,2022-01-01,2203,43516101
nation,England,E92000001,2021-12-31,14380,43513898
nation,England,E92000001,2021-12-30,30432,43499518
nation,England,E92000001,2021-12-29,30008,43469086
nation,England,E92000001,2021-12-28,21549,43439078
nation,England,E92000001,2021-12-27,15766,43417529
nation,England,E92000001,2021-12-26,1809,43401763
nation,England,E92000001,2021-12-25,955,43399954
nation,England,E92000001,2021-12-24,10452,43398999
nation,England,E92000001,2021-12-23,29980,43388547
nation,England,E92000001,2021-12-22,35657,43358567
nation,England,E92000001,2021-12-21,36309,43322910
nation,England,E92000001,2021-12-20,36092,43286601
nation,England,E92000001,2021-12-19,30298,43250509
nation,England,E92000001,2021-12-18,35141,43220211
nation,England,E92000001,2021-12-17,29563,43185070
nation,England,E92000001,2021-12-16,29554,43155507
nation,England,E92000001,2021-12-15,24607,43125953
nation,England,E92000001,2021-12-14,30807,43101346
nation,England,E92000001,2021-12-13,19270,43070539
nation,England,E92000001,2021-12-12,19197,43051269
nation,England,E92000001,2021-12-11,23546,43032072
nation,England,E92000001,2021-12-10,19343,43008526
nation,England,E92000001,2021-12-09,20751,42989183
nation,England,E92000001,2021-12-08,18337,42968432
nation,England,E92000001,2021-12-07,19228,42950095
nation,England,E92000001,2021-12-06,17537,42930867
nation,England,E92000001,2021-12-05,16008,42913330
nation,England,E92000001,2021-12-04,24789,42897322
nation,England,E92000001,2021-12-03,20806,42872533
nation,England,E92000001,2021-12-02,22731,42851727
nation,England,E92000001,2021-12-01,22406,42828996
nation,England,E92000001,2021-11-30,27138,42806590
nation,England,E92000001,2021-11-29,19496,42779452
nation,England,E92000001,2021-11-28,15301,42759956
nation,England,E92000001,2021-11-27,21362,42744655
nation,England,E92000001,2021-11-26,19098,42723293
nation,England,E92000001,2021-11-25,20677,42704195
nation,England,E92000001,2021-11-24,21775,42683518
nation,England,E92000001,2021-11-23,23445,42661743
nation,England,E92000001,2021-11-22,20665,42638298
nation,England,E92000001,2021-11-21,14066,42617633
nation,England,E92000001,2021-11-20,23350,42603567
nation,England,E92000001,2021-11-19,24413,42580217
nation,England,E92000001,2021-11-18,24034,42555804
nation,England,E92000001,2021-11-17,28332,42531770
nation,England,E92000001,2021-11-16,27258,42503438
nation,England,E92000001,2021-11-15,27672,42476180
nation,England,E92000001,2021-11-14,18296,42448508
nation,England,E92000001,2021-11-13,30618,42430212
nation,England,E92000001,2021-11-12,31649,42399594
nation,England,E92000001,2021-11-11,34640,42367945
nation,England,E92000001,2021-11-10,115551,42333305
nation,England,E92000001,2021-11-09,36321,42217754
nation,England,E92000001,2021-11-08,30386,42181433
nation,England,E92000001,2021-11-07,22430,42151047
nation,England,E92000001,2021-11-06,33721,42128617
nation,England,E92000001,2021-11-05,40573,42094896
nation,England,E92000001,2021-11-04,40075,42054323
nation,England,E92000001,2021-11-03,42413,42014248
nation,England,E92000001,2021-11-02,43508,41971835
nation,England,E92000001,2021-11-01,34642,41928327
nation,England,E92000001,2021-10-31,22954,41893685
nation,England,E92000001,2021-10-30,31157,41870731
nation,England,E92000001,2021-10-29,36561,41839574
nation,England,E92000001,2021-10-28,39397,41803013
nation,England,E92000001,2021-10-27,39964,41763616
nation,England,E92000001,2021-10-26,35780,41723652
nation,England,E92000001,2021-10-25,32032,41687872
nation,England,E92000001,2021-10-24,19607,41655840
nation,England,E92000001,2021-10-23,32220,41636233
nation,England,E92000001,2021-10-22,41732,41604013
nation,England,E92000001,2021-10-21,44558,41562281
nation,England,E92000001,2021-10-20,44521,41517723
nation,England,E92000001,2021-10-19,38533,41473202
nation,England,E92000001,2021-10-18,35334,41434669
nation,England,E92000001,2021-10-17,9839,41399335
nation,England,E92000001,2021-10-16,19735,41389496
nation,England,E92000001,2021-10-15,35884,41369761
nation,England,E92000001,2021-10-14,38185,41333877
nation,England,E92000001,2021-10-13,32315,41295692
nation,England,E92000001,2021-10-12,30636,41263377
nation,England,E92000001,2021-10-11,23232,41232741
nation,England,E92000001,2021-10-10,9111,41209509
nation,England,E92000001,2021-10-09,18438,41200398
nation,England,E92000001,2021-10-08,25536,41181960
nation,England,E92000001,2021-10-07,25319,41156424
nation,England,E92000001,2021-10-06,24519,41131105
nation,England,E92000001,2021-10-05,35193,41106586
nation,England,E92000001,2021-10-04,30784,41071393
nation,England,E92000001,2021-10-03,10720,41040609
nation,England,E92000001,2021-10-02,18736,41029889
nation,England,E92000001,2021-10-01,31978,41011153
nation,England,E92000001,2021-09-30,28689,40979175
nation,England,E92000001,2021-09-29,27445,40950486
nation,England,E92000001,2021-09-28,28566,40923041
nation,England,E92000001,2021-09-27,20704,40894475
nation,England,E92000001,2021-09-26,8814,40873771
nation,England,E92000001,2021-09-25,17607,40864957
nation,England,E92000001,2021-09-24,21866,40847350
nation,England,E92000001,2021-09-23,21588,40825484
nation,England,E92000001,2021-09-22,18462,40803896
nation,England,E92000001,2021-09-21,16924,40785434
nation,England,E92000001,2021-09-20,15669,40768510
nation,England,E92000001,2021-09-19,10344,40752841
nation,England,E92000001,2021-09-18,21628,40742497
nation,England,E92000001,2021-09-17,17351,40720869
nation,England,E92000001,2021-09-16,18974,40703518
nation,England,E92000001,2021-09-15,20120,40684544
nation,England,E92000001,2021-09-14,17708,40664424
nation,England,E92000001,2021-09-13,15511,40646716
nation,England,E92000001,2021-09-12,11724,40631205
nation,England,E92000001,2021-09-11,23925,40619481
nation,England,E92000001,2021-09-10,21879,40595556
nation,England,E92000001,2021-09-09,22006,40573677
nation,England,E92000001,2021-09-08,20409,40551671
nation,England,E92000001,2021-09-07,22866,40531262
nation,England,E92000001,2021-09-06,18277,40508396
nation,England,E92000001,2021-09-05,15892,40490119
nation,England,E92000001,2021-09-04,33987,40474227
nation,England,E92000001,2021-09-03,29614,40440240
nation,England,E92000001,2021-09-02,33775,40410626
nation,England,E92000001,2021-09-01,37829,40376851
nation,England,E92000001,2021-08-31,34618,40339022
nation,England,E92000001,2021-08-30,15530,40304404
nation,England,E92000001,2021-08-29,20547,40288874
nation,England,E92000001,2021-08-28,37991,40268327
nation,England,E92000001,2021-08-27,38392,40230336
nation,England,E92000001,2021-08-26,46165,40191944
nation,England,E92000001,2021-08-25,57563,40145779
nation,England,E92000001,2021-08-24,45945,40088216
nation,England,E92000001,2021-08-23,37974,40042271
nation,England,E92000001,2021-08-22,32424,40004297
nation,England,E92000001,2021-08-21,61187,39971873
nation,England,E92000001,2021-08-20,51538,39910686
nation,England,E92000001,2021-08-19,47632,39859148
nation,England,E92000001,2021-08-18,39721,39811516
nation,England,E92000001,2021-08-17,33478,39771795
nation,England,E92000001,2021-08-16,28992,39738317
nation,England,E92000001,2021-08-15,24829,39709325
nation,England,E92000001,2021-08-14,39423,39684496
nation,England,E92000001,2021-08-13,32476,39645073
nation,England,E92000001,2021-08-12,35082,39612597
nation,England,E92000001,2021-08-11,33164,39577515
nation,England,E92000001,2021-08-10,28314,39544351
nation,England,E92000001,2021-08-09,20933,39516037
nation,England,E92000001,2021-08-08,18607,39495104
nation,England,E92000001,2021-08-07,33159,39476497
nation,England,E92000001,2021-08-06,27032,39443338
nation,England,E92000001,2021-08-05,30986,39416306
nation,England,E92000001,2021-08-04,28780,39385320
nation,England,E92000001,2021-08-03,24874,39356540
nation,England,E92000001,2021-08-02,22454,39331666
nation,England,E92000001,2021-08-01,18545,39309212
nation,England,E92000001,2021-07-31,32892,39290667
nation,England,E92000001,2021-07-30,30683,39257775
nation,England,E92000001,2021-07-29,35751,39227092
nation,England,E92000001,2021-07-28,32492,39191341
nation,England,E92000001,2021-07-27,29182,39158849
nation,England,E92000001,2021-07-26,25220,39129667
nation,England,E92000001,2021-07-25,20382,39104447
nation,England,E92000001,2021-07-24,38958,39084065
nation,England,E92000001,2021-07-23,37888,39045107
nation,England,E92000001,2021-07-22,39457,39007219
nation,England,E92000001,2021-07-21,38826,38967762
nation,England,E92000001,2021-07-20,33657,38928936
nation,England,E92000001,2021-07-19,31469,38895279
nation,England,E92000001,2021-07-18,27654,38863810
nation,England,E92000001,2021-07-17,59268,38836156
nation,England,E92000001,2021-07-16,50247,38776888
nation,England,E92000001,2021-07-15,52493,38726641
nation,England,E92000001,2021-07-14,50005,38674148
nation,England,E92000001,2021-07-13,49756,38624143
nation,England,E92000001,2021-07-12,45184,38574387
nation,England,E92000001,2021-07-11,33937,38529203
nation,England,E92000001,2021-07-10,82150,38495266
nation,England,E92000001,2021-07-09,77955,38413116
nation,England,E92000001,2021-07-08,82807,38335161
nation,England,E92000001,2021-07-07,72814,38252354
nation,England,E92000001,2021-07-06,71524,38179540
nation,England,E92000001,2021-07-05,63859,38108016
nation,England,E92000001,2021-07-04,62672,38044157
nation,England,E92000001,2021-07-03,121588,37981485
nation,England,E92000001,2021-07-02,107959,37859897
nation,England,E92000001,2021-07-01,133675,37751938
nation,England,E92000001,2021-06-30,120497,37618263
nation,England,E92000001,2021-06-29,115376,37497766
nation,England,E92000001,2021-06-28,106496,37382390
nation,England,E92000001,2021-06-27,118366,37275894
nation,England,E92000001,2021-06-26,212685,37157528
nation,England,E92000001,2021-06-25,177515,36944843
nation,England,E92000001,2021-06-24,202390,36767328
nation,England,E92000001,2021-06-23,187513,36564938
nation,England,E92000001,2021-06-22,275647,36377425
nation,England,E92000001,2021-06-21,0,36101778
nation,England,E92000001,2021-06-20,142223,36101778
nation,England,E92000001,2021-06-19,255393,35959555
nation,England,E92000001,2021-06-18,196246,35704162
nation,England,E92000001,2021-06-17,217157,35507916
nation,England,E92000001,2021-06-16,170367,35290759
nation,England,E92000001,2021-06-15,154647,35120392
nation,England,E92000001,2021-06-14,114606,34965745
nation,England,E92000001,2021-06-13,123866,34851139
nation,England,E92000001,2021-06-12,228144,34727273
nation,England,E92000001,2021-06-11,177139,34499129
nation,England,E92000001,2021-06-10,173443,34321990
nation,England,E92000001,2021-06-09,149733,34148547
nation,England,E92000001,2021-06-08,109068,33998814
nation,England,E92000001,2021-06-07,89639,33889746
nation,England,E92000001,2021-06-06,99621,33800107
nation,England,E92000001,2021-06-05,175001,33700486
nation,England,E92000001,2021-06-04,150337,33525485
nation,England,E92000001,2021-06-03,157335,33375148
nation,England,E92000001,2021-06-02,132668,33217813
nation,England,E92000001,2021-06-01,75701,33085145
nation,England,E92000001,2021-05-31,70948,33009444
nation,England,E92000001,2021-05-30,99213,32938496
nation,England,E92000001,2021-05-29,155467,32839283
nation,England,E92000001,2021-05-28,174622,32683816
nation,England,E92000001,2021-05-27,223510,32509194
nation,England,E92000001,2021-05-26,206311,32285684
nation,England,E92000001,2021-05-25,157084,32079373
nation,England,E92000001,2021-05-24,95484,31922289
nation,England,E92000001,2021-05-23,101708,31826805
nation,England,E92000001,2021-05-22,178251,31725097
nation,England,E92000001,2021-05-21,192008,31546846
nation,England,E92000001,2021-05-20,234818,31354838
nation,England,E92000001,2021-05-19,235979,31120020
nation,England,E92000001,2021-05-18,154621,30884041
nation,England,E92000001,2021-05-17,85946,30729420
nation,England,E92000001,2021-05-16,105520,30643474
nation,England,E92000001,2021-05-15,205962,30537954
nation,England,E92000001,2021-05-14,185059,30331992
nation,England,E92000001,2021-05-13,173820,30146933
nation,England,E92000001,2021-05-12,146934,29973113
nation,England,E92000001,2021-05-11,98515,29826179
nation,England,E92000001,2021-05-10,76110,29727664
nation,England,E92000001,2021-05-09,73338,29651554
nation,England,E92000001,2021-05-08,137003,29578216
nation,England,E92000001,2021-05-07,107518,29441213
nation,England,E92000001,2021-05-06,101594,29333695
nation,England,E92000001,2021-05-05,107791,29232101
nation,England,E92000001,2021-05-04,99261,29124310
nation,England,E92000001,2021-05-03,59113,29025049
nation,England,E92000001,2021-05-02,70777,28965936
nation,England,E92000001,2021-05-01,123619,28895159
nation,England,E92000001,2021-04-30,115366,28771540
nation,England,E92000001,2021-04-29,110976,28656174
nation,England,E92000001,2021-04-28,103352,28545198
nation,England,E92000001,2021-04-27,85067,28441846
nation,England,E92000001,2021-04-26,67483,28356779
nation,England,E92000001,2021-04-25,61586,28289296
nation,England,E92000001,2021-04-24,124858,28227710
nation,England,E92000001,2021-04-23,107656,28102852
nation,England,E92000001,2021-04-22,103988,27995196
nation,England,E92000001,2021-04-21,92703,27891208
nation,England,E92000001,2021-04-20,84871,27798505
nation,England,E92000001,2021-04-19,85055,27713634
nation,England,E92000001,2021-04-18,69198,27628579
nation,England,E92000001,2021-04-17,112095,27559381
nation,England,E92000001,2021-04-16,102280,27447286
nation,England,E92000001,2021-04-15,93587,27345006
nation,England,E92000001,2021-04-14,79117,27251419
nation,England,E92000001,2021-04-13,39361,27172302
nation,England,E92000001,2021-04-12,25351,27132941
nation,England,E92000001,2021-04-11,36599,27107590
nation,England,E92000001,2021-04-10,74055,27070991
nation,England,E92000001,2021-04-09,62274,26996936
nation,England,E92000001,2021-04-08,55539,26934662
nation,England,E92000001,2021-04-07,58962,26879123
nation,England,E92000001,2021-04-06,54296,26820161
nation,England,E92000001,2021-04-05,19826,26765865
nation,England,E92000001,2021-04-04,26617,26746039
nation,England,E92000001,2021-04-03,74512,26719422
nation,England,E92000001,2021-04-02,68281,26644910
nation,England,E92000001,2021-04-01,122410,26576629
nation,England,E92000001,2021-03-31,188045,26454219
nation,England,E92000001,2021-03-30,176063,26266174
nation,England,E92000001,2021-03-29,186329,26090111
nation,England,E92000001,2021-03-28,252376,25903782
nation,England,E92000001,2021-03-27,367393,25651406
nation,England,E92000001,2021-03-26,344008,25284013
nation,England,E92000001,2021-03-25,258050,24940005
nation,England,E92000001,2021-03-24,275881,24681955
nation,England,E92000001,2021-03-23,268651,24406074
nation,England,E92000001,2021-03-22,282561,24137423
nation,England,E92000001,2021-03-21,295359,23854862
nation,England,E92000001,2021-03-20,686424,23559503
nation,England,E92000001,2021-03-19,535489,22873079
nation,England,E92000001,2021-03-18,451465,22337590
nation,England,E92000001,2021-03-17,392769,21886125
nation,England,E92000001,2021-03-16,370842,21493356
nation,England,E92000001,2021-03-15,330676,21122514
nation,England,E92000001,2021-03-14,223017,20791838
nation,England,E92000001,2021-03-13,457632,20568821
nation,England,E92000001,2021-03-12,312716,20111189
nation,England,E92000001,2021-03-11,211393,19798473
nation,England,E92000001,2021-03-10,206720,19587080
nation,England,E92000001,2021-03-09,181127,19380360
nation,England,E92000001,2021-03-08,183736,19199233
nation,England,E92000001,2021-03-07,140108,19015497
nation,England,E92000001,2021-03-06,383618,18875389
nation,England,E92000001,2021-03-05,385681,18491771
nation,England,E92000001,2021-03-04,320388,18106090
nation,England,E92000001,2021-03-03,231002,17785702
nation,England,E92000001,2021-03-02,181316,17554700
nation,England,E92000001,2021-03-01,160580,17373384
nation,England,E92000001,2021-02-28,161559,17212804
nation,England,E92000001,2021-02-27,371364,17051245
nation,England,E92000001,2021-02-26,452777,16679881
nation,England,E92000001,2021-02-25,432112,16227104
nation,England,E92000001,2021-02-24,396937,15794992
nation,England,E92000001,2021-02-23,284897,15398055
nation,England,E92000001,2021-02-22,155084,15113158
nation,England,E92000001,2021-02-21,113987,14958074
nation,England,E92000001,2021-02-20,306109,14844087
nation,England,E92000001,2021-02-19,323802,14537978
nation,England,E92000001,2021-02-18,396262,14214176
nation,England,E92000001,2021-02-17,422576,13817914
nation,England,E92000001,2021-02-16,312669,13395338
nation,England,E92000001,2021-02-15,219760,13082669
nation,England,E92000001,2021-02-14,187246,12862909
nation,England,E92000001,2021-02-13,429497,12675663
nation,England,E92000001,2021-02-12,436925,12246166
nation,England,E92000001,2021-02-11,386734,11809241
nation,England,E92000001,2021-02-10,338855,11422507
nation,England,E92000001,2021-02-09,311654,11083652
nation,England,E92000001,2021-02-08,252269,10771998
nation,England,E92000001,2021-02-07,229514,10519729
nation,England,E92000001,2021-02-06,458318,10290215
nation,England,E92000001,2021-02-05,401636,9831897
nation,England,E92000001,2021-02-04,388426,9430261
nation,England,E92000001,2021-02-03,378794,9041835
nation,England,E92000001,2021-02-02,300173,8663041
nation,England,E92000001,2021-02-01,280513,8362868
nation,England,E92000001,2021-01-31,289359,8082355
nation,England,E92000001,2021-01-30,539691,7792996
nation,England,E92000001,2021-01-29,436360,7253305
nation,England,E92000001,2021-01-28,343193,6816945
nation,England,E92000001,2021-01-27,251902,6473752
nation,England,E92000001,2021-01-26,259306,6221850
nation,England,E92000001,2021-01-25,234851,5962544
nation,England,E92000001,2021-01-24,198592,5727693
nation,England,E92000001,2021-01-23,443330,5529101
nation,England,E92000001,2021-01-22,424478,5085771
nation,England,E92000001,2021-01-21,357563,4661293
nation,England,E92000001,2021-01-20,318151,4303730
nation,England,E92000001,2021-01-19,298373,3985579
nation,England,E92000001,2021-01-18,167150,3687206
nation,England,E92000001,2021-01-17,154564,3520056
nation,England,E92000001,2021-01-16,275434,3365492
nation,England,E92000001,2021-01-15,320894,3090058
nation,England,E92000001,2021-01-14,274793,2769164
nation,England,E92000001,2021-01-13,239815,2494371
nation,England,E92000001,2021-01-12,174276,2254556
nation,England,E92000001,2021-01-11,121129,2080280
